Username,Review,date,Rating,Total
Manfred K.,Gute Leistungen und Verständlichkeit,2/1/2019 12:04,5,5
Daniel W.,einfach und günstig,2/1/2019 10:22,5,5
Andre D.,alles problemlos gelaufen,2/1/2019 0:42,4,5
Silvia H.,Verständlich schnell günstig,1/31/2019 22:25,4,5
Henry v.,Leistung,1/31/2019 20:18,3,5
Antonio M.,Super,1/31/2019 18:43,5,5
Rainer S.,Preis - Leistung,1/31/2019 16:08,5,5
Tahir D.,Das es alles Reibungslos verlaufen ist,1/31/2019 15:55,5,5
Asuman K.,Bei gleichbleibender Leistung erheblich weniger Beitrag.,1/31/2019 15:33,4,5
Gerhard G.,Alles gut!,1/31/2019 9:37,5,5
Martin G.,"Sehr schneller, unkomplizierter Abschluss.
Alle Vertragsunterlagen sehr schnell und vollständig erhalten.
Super Preis-Leistungsverhältnis",1/30/2019 22:27,5,5
Petrit S.,Alles gut bin zufrieden,1/30/2019 19:46,5,5
Anatoli P.,Preisverhältnis!,1/30/2019 8:23,5,5
Pinar A.,"Besondere Preis Leistung Verhältnis, verständliche Vertragsunterlagen und Sehr Gute Servicequalität",1/30/2019 8:21,5,5
Renate I.,Super Service nette Mitarbeiter,1/30/2019 7:47,5,5
Giuseppe L.,Günstig und erlich,1/29/2019 21:14,5,5
Gerd S.,Preis/Leistungsverhältnis gut,1/29/2019 17:57,5,5
Katrin S.,Preis Leistung,1/29/2019 17:39,5,5
Kaya D.,Wahr alles gut in Ordnung immer wieder,1/15/2019 14:58,5,5
Petru P.,Sehr gut,1/9/2019 14:42,5,5
Patrick K.,"Trotz telefonischen Kontakt und Datenaustausch, wurden 4 Abrechnungen geschickt. Jeweils mit anderen Rechnungsbetrag.
Und jetzt bin ich trotz besserer SF Klasse, gleich teuer einstuft wie davor.",12/8/2018 13:33,2,5
Stefan S.,Sehr günstig,12/6/2018 13:55,5,5
Kalle H.,Top,12/3/2018 14:08,5,5
Wilhelm v.,bin sehr zufrieden,12/1/2018 22:49,5,5
Kalle H.,Alles top,12/1/2018 17:28,5,5
Gabriele N.,"Wechsel war einfach und unproblematisch.
Ansonsten kann ich kein detailierteres Feedback geben, da ich keinen persönlichen Kontakt hatte.",11/29/2018 10:09,5,5
Stefan A.,alles verständlich und einfach,11/28/2018 14:37,4,5
Dietrich Z.,"gut: Gute Erreichbarkeit des Kundencenters, kompetente und freundliche Beratung",11/27/2018 10:57,4,5
Michael D.,"Kann ich eigentlich nicht wirklich beurteilen, da ich die Versicherung nicht in Anspruch nehmen musste.",11/16/2018 15:08,4,5
Sabine G.,Ich habe die Versicherung glücklicherweise bis jetzt nicht in Anspruch nehmen müssen. Sie ist aber sehr viel günstiger als meine alte Vesicherung und daher empfehle ich sie gerne weiter.,11/11/2018 19:12,5,5
Brigitte B.,Bisher unkompliziert und transparent,11/9/2018 18:11,4,5
Valentina L.,Alles gut und schnell,11/2/2018 17:43,5,5
Jörg H.,"Alles Top! Gute Beratung, angemessene Beiträge.",10/30/2018 17:13,5,5
franco b.,"preis ist doppelt so hoch als im check 24 vergleich.
wg sepa lastschriftmandat wurde das geld gleich abgebucht,
telefonservice der bgv ist unverschämt.
leider hat auch der check24 tel. service nicht geholfen und nur auf den tel,ser. der bgv hingewiesen.
vorher 540 euro  teilkasko bei vhv
nach vergleich 586 HAFTPFLICHT!!!! und keiner kann was machen obwohl im vergleich ca 300 euro angegeben war. ich hab sogar fotos davon.",4/8/2019 22:03,1,5
Nasa Daniela L.,Die Bearbeiterin war sehr unfreundlich.,4/29/2018 23:17,1,5
Georgi A.,nie wieder,2/3/2018 7:57,1,5
Zübeyir s.,nein,10/4/2017 8:50,1,5
Petra B.,Nach Schäden gekündigt,10/2/2017 14:52,1,5
Patrick K.,"Trotz telefonischen Kontakt und Datenaustausch, wurden 4 Abrechnungen geschickt. Jeweils mit anderen Rechnungsbetrag.
Und jetzt bin ich trotz besserer SF Klasse, gleich teuer einstuft wie davor.",12/8/2018 13:33,2,5
Saban D.,es gab viele missverständnisse und probleme! man musste 100 mal nachtelefonieren weil immer etwas fehleingegeben wurde,3/5/2018 13:52,2,5
Ulrich R.,Mangelnde Kundenfreubdlichkeit bei Neueingruppierungbdes Tarifes.,9/17/2017 12:22,2,5
Timo K.,Überhaupt keine Kundenorientierung !!,6/17/2019 13:58,3,5
Hadeer M.,"+ Abwicklung ging sehr schnell 
- Wegen 800 Euro schaden wollte die Versicherung von sfk 5 auf 1 Runterstufen!!",4/19/2019 14:47,3,5
Henry v.,Leistung,1/31/2019 20:18,3,5
Kuqi N.,"das schaden ist mir nicht aus geschickt worden , das ich of tisch haben das wie vill es war kosten . 
MfG.Kuqi",10/22/2018 14:15,3,5
Ulrike A.,"ich kann nichts dazu sagen, man lernt erst die Versicherung im Schadensfall kennen, und ich hatte keinen Schaden.",10/19/2018 22:01,3,5
Veselin G.,.,10/19/2018 17:46,3,5
Dietmar G.,Es ist nichts passiert außer Abschluß kein Kontakt,10/19/2018 15:25,3,5
Nour el imane C.,Ich habe bis hetzt noch keinen Kontakt mit der Versicherung gehabt. Also kann ich die schlecht beurteilen.,10/19/2018 13:09,3,5
Ulrich M.,"Keine besonderen Ereignisse. Vertrag abgeschlossen, Rechnung bekommen, bezahlt. Fertig. Was soll man da als Versicherung schon groß falsch machen? Das kann jeder. Wie sie sich im Schadensfall verhält weiß ich nicht...",10/18/2018 7:31,3,5
Karin B.,"Da ich die Versicherung nicht in Anspruch nehmen musste, kann ich weder positiv noch negativ etwas darüber sagen",10/17/2018 11:16,3,5
Lilia W.,Bei mir ist mit check24 etwas schief gelaufen und muss jetzt leider 2 Versicherungen zahlen also bin ich unzufrieden.,1/31/2018 17:13,3,5
Andrea S.,in erster Linie der Preis im Vergleich zum Vorversicherer,1/30/2018 13:52,3,5
Pia S.,Gutes Preis-Leistungsverhältnis,9/16/2017 9:52,3,5
Toni D.,Das der Beitrag gut war,5/30/2019 10:50,4,5
Hadeer M.,"+ Preisleistung sehr gut 
+ Kundenservice sehr schnell 
-  beim schadensfall wird stark runtergestuft
Wegen 800 Euro schaden wollte die Versicherung von sfk 5 auf 1 Runterstufen!!",4/19/2019 14:47,4,5
Adil K.,"Einfach,  unkompliziert",2/23/2019 8:11,4,5
Gabriele K.,"Hatte keinen Schadeb, aber für ein Sesionszeitraum etwas zu teuer.",2/12/2019 9:18,4,5
Helga L.,Verständlichkeit,2/3/2019 15:10,4,5
Andre D.,alles problemlos gelaufen,2/1/2019 0:42,4,5
Silvia H.,Verständlich schnell günstig,1/31/2019 22:25,4,5
Asuman K.,Bei gleichbleibender Leistung erheblich weniger Beitrag.,1/31/2019 15:33,4,5
Stefan A.,alles verständlich und einfach,11/28/2018 14:37,4,5
Dietrich Z.,"gut: Gute Erreichbarkeit des Kundencenters, kompetente und freundliche Beratung",11/27/2018 10:57,4,5
Michael D.,"Kann ich eigentlich nicht wirklich beurteilen, da ich die Versicherung nicht in Anspruch nehmen musste.",11/16/2018 15:08,4,5
Brigitte B.,Bisher unkompliziert und transparent,11/9/2018 18:11,4,5
Sebastian E.,Der Preis ist nach neuem Vergleich immer noch der günstigste.,10/25/2018 10:28,4,5
Andrea S.,Sehr nette Kundenberater und ganz unkompliziert,10/22/2018 18:29,4,5
Rodica S.,Alles,10/22/2018 18:02,4,5
Alexander G.,Der Preis ist top.,10/22/2018 14:14,4,5
Sezgin M.,"Schnell
Kompetenz 
Gute Beratung",10/20/2018 20:59,4,5
Erich D.,Alles so gelaufen wie ich es mir vorstellte.,10/20/2018 15:59,4,5
Valeta B.,"Günstige Versicherung 
Telefonisch jederzeit erreichbar",10/19/2018 23:28,4,5
Uwe B.,preis Leistung sehr gut,10/19/2018 21:00,4,5
Markus D.,"hat soweit alles gut geklappt, aber bei anderem PKW konnten sie Preislich nicht mit halten",10/19/2018 20:56,4,5
Kada C.,Gute Beratung,10/19/2018 12:14,4,5
Katrin W.,Hatte keine Probleme .,10/19/2018 8:54,4,5
Reinhold S.,Preis & Leistung,10/18/2018 8:37,4,5
Kerstin T.,"verständliche Vertragsunterlagen, keine unnötig hohe Prämienerhöhung nach 1 Jahr für Bestandskunden",10/18/2018 7:46,4,5
Peter R.,Ich hatte keinen Kontakt.,10/18/2018 7:06,4,5
Erzsebet B.,"bin zufrieden, habe diese weiterempfohlen.",10/17/2018 14:14,4,5
Michael A.,Die Abwicklung war bis jetzt immer verständlich und unkompliziert. Der telefonische Kundendienst ist gut erreichbar. Ich hatte noch keinen Schadensfall und kann daher wenig über die weitere Abwicklung sagen.,10/16/2018 19:52,4,5
Witali R.,"Leider habe ich keinerlei Info über Schadenshöhe, Erledigungsstatus oder mögliche Änderung der SFK bzw. Beitragserhöhung erhalten.",10/16/2018 16:19,4,5
Eduard J.,Sehr gutes Preis Leistungs Verhältnis.,10/16/2018 12:54,4,5
Christian S.,"Günstiger Preis, da ich keine Leistungen in Anspruch nehmen musst kann ich sonst keine Aussage treffen",10/16/2018 7:16,4,5
Sabine I.,Ich musste den Service glücklicherweise nie in Anspruch nehmen.,10/16/2018 7:05,4,5
Markus W.,"hat alles unbürokratisch funktioniert, somit viel Zeit gespart.",4/26/2018 12:53,4,5
Hadeer M.,Preileistungsverhältnis,4/19/2018 13:46,4,5
Luzia T.,"schnell,günstig",3/21/2018 10:39,4,5
Reinhold S.,Preiswert und gut,3/18/2018 10:35,4,5
Michael R.,Bis jetzt alles gut :-),2/13/2018 19:51,4,5
Stefan S.,"Problemloser Abschluß, hat alles gut geklappt, bis auf die Kündigung beim
Vorversicherer ( HUK 24)",2/5/2018 19:44,4,5
Zlata R.,"Bin noch nich lange ein Mitglied diese Versicherung, aber 100 Euro sparen ist doch was gutes",2/4/2018 17:01,4,5
Witali T.,schnelle abwicklung,2/3/2018 21:11,4,5
Lothar G.,Alles  ok,2/3/2018 9:43,4,5
Heribert H.,der niedrige Preis,2/3/2018 6:12,4,5
Paulo C.,"Grüne Versichertenkarte kam nicht automatisch, erst nach Anfrage.",2/1/2018 0:54,4,5
Danny S.,Der unbürokratische Wechsel.,1/31/2018 21:40,4,5
Kerstin S.,"Verständliche Unterlagen
Schnelle Zusendung der Unterlagen",1/31/2018 18:07,4,5
Günter G.,Ein Fehler meinerseits konnte unkompliziert per Telefongespräch gelöst werden.,1/31/2018 13:12,4,5
Rawschan L.,Die schnelle  Abwicklung war gut. 3,1/31/2018 12:41,4,5
Meinolf J.,schnelle Bearbeitung,1/31/2018 11:58,4,5
Andrea S.,Sehr freundliche und hilfsbereite Ansprechpartner,1/31/2018 11:42,4,5
Andrea L.,Hat alles problemlos funktioniert .,1/31/2018 6:03,4,5
Michaela K.,unkomplizierte Abwicklung und super Service am Telefon. Jederzeit hilfsbereit und kompetent.,8/12/2019 19:45,5,5
Walter H.,seit Jahren zuverlässiger Vertragspartner,7/11/2019 15:56,5,5
Thanh Quang N.,"Alles ok, gern wieder",7/1/2019 22:32,5,5
Bodosov S.,immer wieder___,6/2/2019 14:05,5,5
Cordula S.,Unkomplizierter Vertragsabschluss,5/18/2019 17:10,5,5
Harald R.,"Guter Service, guter Preis. Für einen kleinen Aufpreis (245 Euro) kann unser 21 jähriger Sohn alle dort versicherten Fahrzeuge fahren.",5/3/2019 14:24,5,5
Ali S.,Positiv war die schnelle und einfache Bearbeitung.,2/3/2019 18:23,5,5
Halil D.,gut,2/1/2019 21:52,5,5
Judajew O.,Schnell und günstig,2/1/2019 18:14,5,5
Manfred K.,Gute Leistungen und Verständlichkeit,2/1/2019 12:04,5,5
Daniel W.,einfach und günstig,2/1/2019 10:22,5,5
Antonio M.,Super,1/31/2019 18:43,5,5
Rainer S.,Preis - Leistung,1/31/2019 16:08,5,5
Tahir D.,Das es alles Reibungslos verlaufen ist,1/31/2019 15:55,5,5
Gerhard G.,Alles gut!,1/31/2019 9:37,5,5
Martin G.,"Sehr schneller, unkomplizierter Abschluss.
Alle Vertragsunterlagen sehr schnell und vollständig erhalten.
Super Preis-Leistungsverhältnis",1/30/2019 22:27,5,5
Petrit S.,Alles gut bin zufrieden,1/30/2019 19:46,5,5
Anatoli P.,Preisverhältnis!,1/30/2019 8:23,5,5
Pinar A.,"Besondere Preis Leistung Verhältnis, verständliche Vertragsunterlagen und Sehr Gute Servicequalität",1/30/2019 8:21,5,5
Renate I.,Super Service nette Mitarbeiter,1/30/2019 7:47,5,5
Giuseppe L.,Günstig und erlich,1/29/2019 21:14,5,5
Gerd S.,Preis/Leistungsverhältnis gut,1/29/2019 17:57,5,5
Katrin S.,Preis Leistung,1/29/2019 17:39,5,5
Kaya D.,Wahr alles gut in Ordnung immer wieder,1/15/2019 14:58,5,5
Petru P.,Sehr gut,1/9/2019 14:42,5,5
Stefan S.,Sehr günstig,12/6/2018 13:55,5,5
Kalle H.,Top,12/3/2018 14:08,5,5
Wilhelm v.,bin sehr zufrieden,12/1/2018 22:49,5,5
Kalle H.,Alles top,12/1/2018 17:28,5,5
Gabriele N.,"Wechsel war einfach und unproblematisch.
Ansonsten kann ich kein detailierteres Feedback geben, da ich keinen persönlichen Kontakt hatte.",11/29/2018 10:09,5,5
Sabine G.,Ich habe die Versicherung glücklicherweise bis jetzt nicht in Anspruch nehmen müssen. Sie ist aber sehr viel günstiger als meine alte Vesicherung und daher empfehle ich sie gerne weiter.,11/11/2018 19:12,5,5
Valentina L.,Alles gut und schnell,11/2/2018 17:43,5,5
Jörg H.,"Alles Top! Gute Beratung, angemessene Beiträge.",10/30/2018 17:13,5,5
Rolf S.,Kein großer Papier Stress,10/29/2018 6:26,5,5
Stöber F.,alles ok,10/28/2018 19:34,5,5
Nuri C.,Alles OK weiter so,10/26/2018 13:13,5,5
Peter E.,"Schnell, unkompliziert und freundlich.",10/24/2018 13:14,5,5
Peter E.,"Gute Preise, guter Service.",10/24/2018 13:14,5,5
Stefan L.,"...die erste Versicherung, die es schafft 3 Beitragsrechnungen in EINEM Umschag zu verschicken! Bravo!
Ansonsten immer sehr freundliche und kompetente Gesprächspartner am Telefon.",10/23/2018 20:36,5,5
Ellen B.,"Verständlichkeit der Vertragsunterlagen, sehr gute und bisher stabile Konditionen",10/23/2018 18:15,5,5
Daimi I.,alles bestens,10/23/2018 13:15,5,5
Ali T.,Wenig bürokratie schnelle lösung,10/23/2018 8:54,5,5
eduard p.,Besondere Leistung für einen Zweitwagen den meine Tochter unter 25 Jahren fährt,10/22/2018 8:43,5,5
Jasar P.,Da ich bis jetzt keine Schaden gehabt habe kann ich keine Angabe machen.,10/21/2018 22:22,5,5
Johann B.,Sehr guter Kundenservice,10/20/2018 15:51,5,5
Siegmund W.,schnelles Handeln,10/20/2018 8:34,5,5
Naceur G.,Alles Prima! Gute Leistung zum guten Preis,10/20/2018 2:45,5,5
Marco B.,"Preislich super und sehr netter Service, gerne wieder",10/19/2018 18:39,5,5
Lolita K.,alles super bin zufrieden,10/19/2018 15:00,5,5
Ingrid E.,Alles Super,10/19/2018 7:10,5,5
Ronny F.,SERVICQUALITÄT,8/9/2019 12:27,5,5
Jörg N.,"Sonderleistungen, u.a. lange Neuwerterstattung im Schadens-oder Diebstahlfall sowie die günstigen Konditionen",8/8/2019 16:52,5,5
Steffan M.,"Ich persönlich würde es begrüßen, wenn auch die monatliche Zahlungsweise angeboten werden würde.",8/6/2019 13:58,5,5
Michael S.,Rundum zufrieden,8/5/2019 6:42,5,5
Michael S.,schnell und einfach,8/5/2019 6:42,5,5
Sabrina U.,Nicht so teuerer Beitrag,8/2/2019 17:28,4,5
Corinna P.,unkomplizierte Abwicklung,8/2/2019 14:35,4,5
Kerstin H.,sehr freundlich und hilfsbereit. die pannenhilfe hat mir schon 2x super geholfen. vielen dank!,8/2/2019 12:02,5,5
Stephan-Kurt W.,"Sehr netter Kontakt
Alles unkompliziert
Super Versicherungsschein mit Plastikcard sehr vorbildlich
Kann Sie nur Weiterempfehlen",7/30/2019 21:05,5,5
Amir L.,Es wurde mir durch einer CHECK24 Berater empfohlen,7/29/2019 15:04,5,5
Oguz Y.,"Ich hatte einige Fragen zur Versicherung 
Mehr mals angerufen und über ne halbe bis eine Stunde gewartet und keine Antwort",7/26/2019 9:15,2,5
Aberle B.,War schnell und unkompliziert. Danke!😁,7/22/2019 14:13,4,5
Bernd G.,schnell und unkompliziert,7/15/2019 13:24,5,5
Jens B.,Das Preis-Leistungsverhältnis hat mich zum Vertragsabschluß bewegt.,7/5/2019 8:55,4,5
Reinhard D.,"Ich habe nun 3 Wochen versucht unter der angegebenen Telefonnummer jemanden zu erreichen, aber egal an welchem Wochentag oder Uhrzeit, lande ich stets in einer unendlichen Warteschleife. Das tolle ist, die Anrufe waren auch noch kostenpflichtig.",7/5/2019 8:34,1,5
Maximiano D.,Mir hat alles gefallen und ich bin sehr zufrieden.,6/30/2019 14:13,5,5
Thomas R.,Einfach und zuverlässig,6/26/2019 6:50,5,5
Hellfried M.,Schnelle verständliche Unterlagen,6/24/2019 21:42,5,5
Dagmar P.,völlig Unkompliziert,6/19/2019 7:04,5,5
Bernd W.,Sehr guter Versicherungsschutz bei sehr ansprechend günstigem Preis.,6/15/2019 22:22,5,5
Hartwig F.,"nach 2 maliger E-Mail an die Bruderhilfe Versicherung
noch immer keine Antwort über die genaue Höhe des
Versicherungsbeitrags.
Statt dessen ein Angebot über Hausratversicherung.
Behauptung der Bruderhilfe Versicherung, ich wäre nicht der Halter des Fahrzeugs.",6/10/2019 18:55,2,5
Jens O.,Preis ist top,6/10/2019 13:07,5,5
Stefan K.,kurzfristige Bearbeitung. Alles war in Ordnung,6/9/2019 10:27,4,5
Nevzat S.,Top Leistung. Wir bekamen nach 3 Monaten noch günstigere Tarif als  bei dem Versicherung Abschluss. Kann es nur weiter empfehlen. Super Service,6/4/2019 13:59,5,5
Sabine T.,Die Beratung,6/3/2019 14:03,5,5
Norman L.,War alles ganz einfach in der Abwicklung,5/25/2019 9:14,4,5
Klaus Jochen V.,nette telefonische Kontakte,5/24/2019 14:44,5,5
Daniel C.,Freundliche und kompetente Ansprechpartner. Unkompliziert,5/19/2019 8:38,5,5
Elisabeth Johanna S.,"Schnell,kompetent",5/17/2019 14:55,5,5
Waltraud Karin R.,Freundlich,5/15/2019 9:50,4,5
Markus G.,der preis,5/8/2019 19:34,4,5
Manuela S.,"Zuerst hat uns die telefonische und schriftliche Betreuung sehr zugesagt. Mein Auto sollte auch von meinem Enkel, einem jugendlichen Fahranfänger, genutzt werden. Und obwohl es keinen Haftpflichtschaden gegeben hat, wurde uns bereits nach zwei Kaskoschäden der Versicherungsvertrag gekündigt. Und das obwohl wir bereits von Anfang enorme Prämien entsprechend der höchsten Schadensklasse  bezahlt hatten. Das finden wir unfair!",5/6/2019 18:04,1,5
Manfred C.,"Die Preise sind gut allerdings ist die Kundenzufriedenheit zweitrangig. Bei Problemen wird alles abgeschmettert. Ein Wagen ist schon weg, das zweite folgt in den nächsten Tagen.",5/4/2019 16:03,2,5
Michael U.,bisher keine Erfahrungen,5/3/2019 23:33,4,5
Kevin B.,Erst-Einstufung wurde trotz Einsendung der anderen Versicherungsbescheinigung nicht angenommen.,5/3/2019 14:51,2,5
Roswitha H.,"Dachte das bei Abschluss des Antrags gut vergleichen kann.Habe später gemerkt das ich keinen Fahrerschutz habe. Muss mich jetzt erst mal erkundigen was es zu bedeuten hat und was es mehr kostet falls ich das möchte.
Empfehlen kann ich erst jemanden wenn ich persönliche Erfahrungen haben.
Trotzdem danke für ihre Hilfe und Auskunft.
Smaili abgegeben da es ohne nicht abschicken konnte.",5/2/2019 18:16,3,5
Soufian A.,Die Erfahrung mit den Mitarbeitern und dem Service würde ich keinen weiter empfehlen.,4/26/2019 14:13,1,5
Alexander S.,Das gute Preis Leistungsverhältnis,4/25/2019 19:15,4,5
Katharina S.,"Zuverlässigkeit der Bearbeitung, Kundeninformation über das übliche Maß hinaus (trotz Kündigung wurde ich über die verlängerte Laufzeit informiert).",4/25/2019 15:13,4,5
Thora R.,Sehr gute Leistung bei niedrigem Beitrag,4/23/2019 16:32,5,5
Mark H.,Sehr gutes Preis-Leistungsverhältnis.,4/23/2019 12:52,5,5
Laszlo P.,für mich war unkomponent!!!,4/22/2019 13:16,1,5
Gerd P.,"Wir haben zu einer anderen Versicherung gewechselt, weil es nach einem persönlichem Gespräch dort bessere Konditionen gab.",4/12/2019 19:47,4,5
Ina H.,Gute Beratung.,4/12/2019 16:02,4,5
Andreas R.,Die unkomplizierte Abwicklung,4/10/2019 21:19,5,5
Jens W.,Super Service und gute Konditionen,4/9/2019 18:49,5,5
Roswitha K.,"Freundliche und kompetente Mitarbeiter.
Verständliche Unterlagen",4/7/2019 21:20,5,5
Olaf S.,"Kirchlicher Versicherer vom Ursprung her, von den Leistungen her nichvt anders, als andere Versicherer. Auf den besonderen ""Kundenservice"", drei Angebote bei nicht abgeschlossener Werkstattbindung einholen zu müssen, um in der Fachwerkstatt seines Vertrauens reparieren zu dürfen, sollte verzichtet werden. Dann könnte man noch einen Unterschied feststellen.",4/5/2019 13:17,4,5
Jochen D.,Sehr schnelle Hilfe bei Fragen. Alle Mitarbeiter freundlich und kompetent.,4/5/2019 10:55,5,5
Timo K.,top preis/leistung  incl. Vielfahrer-nutzungs-Möglichkeit,4/3/2019 9:08,4,5
Reinhard D.,"Ich habe nun 3 Wochen versucht unter der angegebenen Telefonnummer jemanden zu erreichen, aber egal an welchem Wochentag oder Uhrzeit, lande ich stets in einer unendlichen Warteschleife. Das tolle ist, die Anrufe waren auch noch kostenpflichtig.",7/5/2019 8:34,1,5
Manuela S.,"Zuerst hat uns die telefonische und schriftliche Betreuung sehr zugesagt. Mein Auto sollte auch von meinem Enkel, einem jugendlichen Fahranfänger, genutzt werden. Und obwohl es keinen Haftpflichtschaden gegeben hat, wurde uns bereits nach zwei Kaskoschäden der Versicherungsvertrag gekündigt. Und das obwohl wir bereits von Anfang enorme Prämien entsprechend der höchsten Schadensklasse  bezahlt hatten. Das finden wir unfair!",5/6/2019 18:04,1,5
Soufian A.,Die Erfahrung mit den Mitarbeitern und dem Service würde ich keinen weiter empfehlen.,4/26/2019 14:13,1,5
Laszlo P.,für mich war unkomponent!!!,4/22/2019 13:16,1,5
Murat U.,wurde immer teurer obwohl kein schaden gemeldet wurde.,2/16/2019 14:47,1,5
Alexander C.,Hatte vor 6 Monaten unverschuldet einen kleinen Unfall und die Sache ist immer noch nicht abgeschlossen.,2/5/2019 11:16,1,5
Friedrich K.,"Sehr schlecht ,, Bruderhilfe ""   falscher Name !",12/10/2018 14:09,1,5
Sascha K.,Sehr teuer für zu wenig Leistung,10/25/2018 7:04,1,5
Adnan Anis H.,ich hätte gerne andere Preis geben weil ich habe Erfahrung und Führerschein in mein Heimat.danke,7/30/2018 15:16,1,5
Helmut G.,Preis/leistung,4/29/2018 16:46,1,5
Oswald K.,gar nichts,4/25/2018 12:06,1,5
mustafa kemal a.,Nicht zuferläsig,2/8/2018 10:25,1,5
Dieter J.,"Extremst langwierige Abwicklung, Vertrag ohne Grund geändert !!!",1/31/2018 11:42,1,5
Horst B.,die versicherung hat sich nie gemeldet,12/5/2017 12:23,1,5
Volker D.,Die Daten vom Vorversicherung wurden nicht übernommen.,10/30/2017 10:35,1,5
Matias S.,"Ein unvorsichtiger und unbeabsichtigter Klick hat mir viel Unannehmlichkeiten bereitet. Die Bruderhilfe wollte nicht akzeptieren, das ich nicht wechseln wollte.",10/4/2017 10:24,1,5
peter z.,"Die Versicherung antwortet nicht auf Briefe,obwohl der Wunsch auf Bestätigung der Kündigung formuliert war!",10/4/2017 9:34,1,5
Gottfried S.,"der Versicherungsvertrag mit der Bruderhilfe Versicherung kam nicht zustande, aber diese Versicherung hat mein Auto trotzdem bei der Zulassungsstelle abgemeldet, so dass ich einigen Ärger hatte bis ich mein Auto wieder anmelden konnte.",10/4/2017 7:31,1,5
Joachim S.,"Ist anfangs günstig, bald werde ich mich nach einer anderen umsehen. Ist wenig bis gar nicht kulant.",10/3/2017 0:44,1,5
Michael S.,"Mir hat die Versicherung gar nicht gefallen. Sie hat nicht versucht eine Bindung zu mir aufzubauen, wie es andere Versicherungen versuchen. Selbst nach einem Unfall wurde kurz danach alles telefonisch geklärt und nichts weiter.",10/2/2017 14:50,1,5
Michael S.,"Wenige Minuten nach dem Unfall wurde kurz der Unfall telefonisch besprochen.
Es wurde nicht weiter über die Schuld beim Unfall nachgefragt. Eine schriftliche Mitteilung über den Unfall aus meiner Sicht wurde ebenfalls nicht verlangt. Der Unfall war im Januar. Im November habe ich dann erst wieder was gehört, wo sie meinen Beitrag ohne eine weitere Begründung gewaltig angehoben haben.
Mir wurde nicht bescheid gegeben, ob der Schaden des Unfallgegners reguliert wurde oder nicht. 
Alles in einem kam die Versicherung mir so vor, als wollten sie nur mein Geld und mehr beschäftigen wollten sie sich nicht mit mir.",10/2/2017 14:50,1,5
Oguz Y.,"Ich hatte einige Fragen zur Versicherung 
Mehr mals angerufen und über ne halbe bis eine Stunde gewartet und keine Antwort",7/26/2019 9:15,2,5
Hartwig F.,"nach 2 maliger E-Mail an die Bruderhilfe Versicherung
noch immer keine Antwort über die genaue Höhe des
Versicherungsbeitrags.
Statt dessen ein Angebot über Hausratversicherung.
Behauptung der Bruderhilfe Versicherung, ich wäre nicht der Halter des Fahrzeugs.",6/10/2019 18:55,2,5
Manfred C.,"Die Preise sind gut allerdings ist die Kundenzufriedenheit zweitrangig. Bei Problemen wird alles abgeschmettert. Ein Wagen ist schon weg, das zweite folgt in den nächsten Tagen.",5/4/2019 16:03,2,5
Kevin B.,Erst-Einstufung wurde trotz Einsendung der anderen Versicherungsbescheinigung nicht angenommen.,5/3/2019 14:51,2,5
Alexander C.,Hatte vor 6 Monaten unverschuldet einen kleinen Unfall und die Sache ist immer noch nicht abgeschlossen.,2/5/2019 11:16,2,5
Peter K.,ich benutze nichts,1/30/2019 14:35,2,5
Michael F.,nachberechnung an Hand der Kilometer keine Empfehlung für einen abschluss,12/19/2018 16:43,2,5
Oleksandr J.,viel zu teuer für verglechbare Leistungen.,12/18/2018 21:10,2,5
Werner K.,"-zu wenig Informationen über die möglichen Preislichen Abzüge.
-Beim Nachfragen wurden zum Teil nicht Nachvollziehbare Infos übermittelt.
-Teilweise war die Hotline Mitarbeiter sehr kompetent, nett und bemüht...und mal gar nix von allen.
-Die Hotl",10/19/2018 11:32,2,5
Eva S.,"Nicht gefallen hat mir, dass die Bruderhilfe nach dem ersten Jahr den Versicherungsbeitrag signifikant anheben wollte. Nach meiner Kündigung hat man mir dann erneut die alten Konditionen angeboten. Ich fand das unseriös und habe den Versicherer gewechselt.",6/12/2018 20:09,2,5
Hans Rüdiger K.,Der preis,5/14/2018 11:25,2,5
Detlef B.,Viel teurer 2018 geworden,3/18/2018 10:39,2,5
Johann W.,Habe keine Unterlagen erhalten und nachfragen müssen,3/8/2018 20:01,2,5
Mario S.,Unfreundlicher Umgang mit dem Kunden,12/12/2017 18:08,2,5
Viktoriya S.,"Starke Preiserhöhung nach Jahresablauf trotz Schadensfreiheit. 
Akzeptieren die Online-Kündigung von Check24 nicht.",12/1/2017 11:39,2,5
Joachim S.,beim normalen Schadensfall klappte alles reibungslos ohne viele Fragen,10/3/2017 0:44,2,5
Hubert H.,"Beitrag wurde für 2017 stark erhöht. Wo rauf ich gekündigt habe,wo rauf ich das Angebot für den gleichen Beitrag wie 2015 zu bleiben. Seltsam?",8/19/2017 10:55,2,5
